chart,country,fiscal_year,value,center,lcl,ucl,sigma,robust_z,n_baseline,rule,severity,explanation
A_level,Afghanistan,2020,541841779.4,141668570.1,0.0,297673426.90731,52001618.935770005,7.695399056600053,10,beyond_limits,high,"Afghanistan FY2020: disbursement of $541,841,779 is above the expected range $0 to $297,673,427 (learned from FY2010-2019, where a typical year was $141,668,570); that is 7.7 robust sigmas past the $297,673,427 limit."
A_level,Afghanistan,2021,465789168.6,141668570.1,0.0,297673426.90731,52001618.935770005,6.232894381621826,10,beyond_limits,high,"Afghanistan FY2021: disbursement of $465,789,169 is above the expected range $0 to $297,673,427 (learned from FY2010-2019, where a typical year was $141,668,570); that is 6.2 robust sigmas past the $297,673,427 limit."
A_level,Afghanistan,2022,162057958.9,141668570.1,0.0,297673426.90731,52001618.935770005,0.3920914236378687,10,,,
A_level,Afghanistan,2023,-2594221.8,141668570.1,0.0,297673426.90731,52001618.935770005,-2.774198089451537,10,beyond_limits,medium,"Afghanistan FY2023: disbursement of $-2,594,222 is below the expected range $0 to $297,673,427 (learned from FY2010-2019, where a typical year was $141,668,570); that is 2.8 robust sigmas past the $0 limit."
A_level,Afghanistan,2024,93998325.15,141668570.1,0.0,297673426.90731,52001618.935770005,-0.9167069396220158,10,,,
A_level,Afghanistan,2025,173783345.3,141668570.1,0.0,297673426.90731,52001618.935770005,0.6175726036465654,10,,,
A_level,Afghanistan,2026,68707102.33,141668570.1,0.0,297673426.90731,52001618.935770005,-1.4030614673769797,10,,,
A_level,Africa,2020,31149681.83,28528825.265,0.0,74558118.674582,15343097.803194001,0.17081664984592676,10,,,
A_level,Africa,2021,12584631.92,28528825.265,0.0,74558118.674582,15343097.803194001,-1.039176934770035,10,,,
A_level,Albania,2020,402529.74,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9008908181820114,10,sustained_shift,medium,"Albania FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked."
A_level,Albania,2021,32506.63,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9252198066148808,10,sustained_shift,medium,"Albania FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked."
A_level,Albania,2022,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked."
A_level,Albania,2023,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked."
A_level,Albania,2024,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked."
A_level,Albania,2025,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked."
A_level,Albania,2026,0.0,14104308.719999999,0.0,59731743.37734299,15209144.885780998,-0.9273571148096624,10,sustained_shift,medium,"Albania FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $14,104,309 - the level has shifted rather than spiked."
A_level,Angola,2020,10340932.95,48029266.92,0.0,103934884.79571599,18635205.958571997,-2.022426478880088,10,sustained_shift,medium,"Angola FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,029,267 - the level has shifted rather than spiked."
A_level,Angola,2021,3710856.74,48029266.92,0.0,103934884.79571599,18635205.958571997,-2.3782087667034344,10,sustained_shift,medium,"Angola FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,029,267 - the level has shifted rather than spiked."
A_level,Angola,2022,4970539.22,48029266.92,0.0,103934884.79571599,18635205.958571997,-2.3106118491914733,10,sustained_shift,medium,"Angola FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,029,267 - the level has shifted rather than spiked."
A_level,Angola,2023,-42362.35,48029266.92,0.0,103934884.79571599,18635205.958571997,-2.5796135216787106,10,beyond_limits,medium,"Angola FY2023: disbursement of $-42,362 is below the expected range $0 to $103,934,885 (learned from FY2010-2019, where a typical year was $48,029,267); that is 2.6 robust sigmas past the $0 limit."
A_level,Angola,2024,0.0,48029266.92,0.0,103934884.79571599,18635205.958571997,-2.5773402787591437,10,sustained_shift,medium,"Angola FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,029,267 - the level has shifted rather than spiked."
A_level,Angola,2025,0.0,48029266.92,0.0,103934884.79571599,18635205.958571997,-2.5773402787591437,10,sustained_shift,medium,"Angola FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,029,267 - the level has shifted rather than spiked."
A_level,Angola,2026,0.0,48029266.92,0.0,103934884.79571599,18635205.958571997,-2.5773402787591437,10,sustained_shift,medium,"Angola FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $48,029,267 - the level has shifted rather than spiked."
A_level,Armenia,2020,7113788.01,16417967.305,0.0,46864897.83958,10148976.84486,-0.9167603234519298,10,sustained_shift,medium,"Armenia FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $16,417,967 - the level has shifted rather than spiked."
A_level,Armenia,2021,7631248.55,16417967.305,0.0,46864897.83958,10148976.84486,-0.8657738498487241,10,sustained_shift,medium,"Armenia FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $16,417,967 - the level has shifted rather than spiked."
A_level,Armenia,2022,3808745.4,16417967.305,0.0,46864897.83958,10148976.84486,-1.242413111956798,10,sustained_shift,medium,"Armenia FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $16,417,967 - the level has shifted rather than spiked."
A_level,Armenia,2023,2079024.89,16417967.305,0.0,46864897.83958,10148976.84486,-1.4128461059857504,10,sustained_shift,medium,"Armenia FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $16,417,967 - the level has shifted rather than spiked."
A_level,Armenia,2024,2369584.14,16417967.305,0.0,46864897.83958,10148976.84486,-1.3842166929482032,10,sustained_shift,medium,"Armenia FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $16,417,967 - the level has shifted rather than spiked."
A_level,Armenia,2025,-634432.06,16417967.305,0.0,46864897.83958,10148976.84486,-1.6802087171611069,10,beyond_limits,medium,"Armenia FY2025: disbursement of $-634,432 is below the expected range $0 to $46,864,898 (learned from FY2010-2019, where a typical year was $16,417,967); that is 1.7 robust sigmas past the $0 limit."
A_level,Armenia,2026,0.0,16417967.305,0.0,46864897.83958,10148976.84486,-1.6176967940679616,10,sustained_shift,medium,"Armenia FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $16,417,967 - the level has shifted rather than spiked."
A_level,Azerbaijan,2020,0.0,41505986.510000005,0.0,99582066.670679,19358693.386892997,-2.144048964487555,10,sustained_shift,medium,"Azerbaijan FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $41,505,987 - the level has shifted rather than spiked."
A_level,Azerbaijan,2021,0.0,41505986.510000005,0.0,99582066.670679,19358693.386892997,-2.144048964487555,10,sustained_shift,medium,"Azerbaijan FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $41,505,987 - the level has shifted rather than spiked."
A_level,Azerbaijan,2022,0.0,41505986.510000005,0.0,99582066.670679,19358693.386892997,-2.144048964487555,10,sustained_shift,medium,"Azerbaijan FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $41,505,987 - the level has shifted rather than spiked."
A_level,Azerbaijan,2023,0.0,41505986.510000005,0.0,99582066.670679,19358693.386892997,-2.144048964487555,10,sustained_shift,medium,"Azerbaijan FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $41,505,987 - the level has shifted rather than spiked."
A_level,Azerbaijan,2024,0.0,41505986.510000005,0.0,99582066.670679,19358693.386892997,-2.144048964487555,10,sustained_shift,medium,"Azerbaijan FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $41,505,987 - the level has shifted rather than spiked."
A_level,Azerbaijan,2025,0.0,41505986.510000005,0.0,99582066.670679,19358693.386892997,-2.144048964487555,10,sustained_shift,medium,"Azerbaijan FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $41,505,987 - the level has shifted rather than spiked."
A_level,Azerbaijan,2026,0.0,41505986.510000005,0.0,99582066.670679,19358693.386892997,-2.144048964487555,10,sustained_shift,medium,"Azerbaijan FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $41,505,987 - the level has shifted rather than spiked."
A_level,Bangladesh,2020,1369681205.0,839475072.6,0.0,2506199272.2352495,555574733.2117499,0.9543380947778253,10,sustained_shift,medium,"Bangladesh FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $839,475,073 - the level has shifted rather than spiked."
A_level,Bangladesh,2021,1571275693.0,839475072.6,0.0,2506199272.2352495,555574733.2117499,1.3171956474145197,10,sustained_shift,medium,"Bangladesh FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $839,475,073 - the level has shifted rather than spiked."
A_level,Bangladesh,2022,1698119812.0,839475072.6,0.0,2506199272.2352495,555574733.2117499,1.5455071803503688,10,sustained_shift,medium,"Bangladesh FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $839,475,073 - the level has shifted rather than spiked."
A_level,Bangladesh,2023,1933435969.0,839475072.6,0.0,2506199272.2352495,555574733.2117499,1.9690616419430498,10,sustained_shift,medium,"Bangladesh FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $839,475,073 - the level has shifted rather than spiked."
A_level,Bangladesh,2024,2188835158.0,839475072.6,0.0,2506199272.2352495,555574733.2117499,2.42876431330744,10,sustained_shift,medium,"Bangladesh FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $839,475,073 - the level has shifted rather than spiked."
A_level,Bangladesh,2025,1995117289.0,839475072.6,0.0,2506199272.2352495,555574733.2117499,2.0800841854691448,10,sustained_shift,medium,"Bangladesh FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $839,475,073 - the level has shifted rather than spiked."
A_level,Bangladesh,2026,2028084269.0,839475072.6,0.0,2506199272.2352495,555574733.2117499,2.1394227011165707,10,sustained_shift,medium,"Bangladesh FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $839,475,073 - the level has shifted rather than spiked."
A_level,Benin,2020,276698103.2,99368766.845,0.0,206060280.188849,35563837.781283,4.986226105449373,10,beyond_limits,medium,"Benin FY2020: disbursement of $276,698,103 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 5.0 robust sigmas past the $206,060,280 limit."
A_level,Benin,2021,264649325.9,99368766.845,0.0,206060280.188849,35563837.781283,4.647433161501654,10,beyond_limits,medium,"Benin FY2021: disbursement of $264,649,326 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 4.6 robust sigmas past the $206,060,280 limit."
A_level,Benin,2022,297349754.3,99368766.845,0.0,206060280.188849,35563837.781283,5.566918527538556,10,beyond_limits,high,"Benin FY2022: disbursement of $297,349,754 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 5.6 robust sigmas past the $206,060,280 limit."
A_level,Benin,2023,489649129.2,99368766.845,0.0,206060280.188849,35563837.781283,10.97407891564509,10,beyond_limits,high,"Benin FY2023: disbursement of $489,649,129 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 11.0 robust sigmas past the $206,060,280 limit."
A_level,Benin,2024,608290413.1,99368766.845,0.0,206060280.188849,35563837.781283,14.31008794340081,10,beyond_limits,high,"Benin FY2024: disbursement of $608,290,413 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 14.3 robust sigmas past the $206,060,280 limit."
A_level,Benin,2025,443165747.6,99368766.845,0.0,206060280.188849,35563837.781283,9.667038267055025,10,beyond_limits,high,"Benin FY2025: disbursement of $443,165,748 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 9.7 robust sigmas past the $206,060,280 limit."
A_level,Benin,2026,626404827.9,99368766.845,0.0,206060280.188849,35563837.781283,14.819437213055092,10,beyond_limits,high,"Benin FY2026: disbursement of $626,404,828 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 14.8 robust sigmas past the $206,060,280 limit."
A_level,Bhutan,2020,56759408.59,24946548.11,0.0,94247068.796558,23100173.562186,1.3771697599742845,10,,,
A_level,Bhutan,2021,36093195.95,24946548.11,0.0,94247068.796558,23100173.562186,0.4825352419969083,10,,,
A_level,Bhutan,2022,61139878.51,24946548.11,0.0,94247068.796558,23100173.562186,1.5667990676592551,10,,,
A_level,Bhutan,2023,4321872.49,24946548.11,0.0,94247068.796558,23100173.562186,-0.8928363920936816,10,,,
A_level,Bhutan,2024,56200910.12,24946548.11,0.0,94247068.796558,23100173.562186,1.3529925186866154,10,,,
A_level,Bhutan,2025,2651220.18,24946548.11,0.0,94247068.796558,23100173.562186,-0.9651584595232869,10,,,
A_level,Bhutan,2026,68927022.45,24946548.11,0.0,94247068.796558,23100173.562186,1.9039023330973655,10,,,
A_level,Bolivia,2020,15159598.76,51713522.18,26307378.857447006,77119665.50255299,8468714.440850997,-4.316348564508547,10,beyond_limits,medium,"Bolivia FY2020: disbursement of $15,159,599 is below the expected range $26,307,379 to $77,119,666 (learned from FY2010-2019, where a typical year was $51,713,522); that is 4.3 robust sigmas past the $26,307,379 limit."
A_level,Bolivia,2021,53917826.95,51713522.18,26307378.857447006,77119665.50255299,8468714.440850997,0.2602880030252264,10,,,
A_level,Bolivia,2022,26069593.71,51713522.18,26307378.857447006,77119665.50255299,8468714.440850997,-3.02807806888611,10,beyond_limits,medium,"Bolivia FY2022: disbursement of $26,069,594 is below the expected range $26,307,379 to $77,119,666 (learned from FY2010-2019, where a typical year was $51,713,522); that is 3.0 robust sigmas past the $26,307,379 limit."
A_level,Bolivia,2023,43909616.99,51713522.18,26307378.857447006,77119665.50255299,8468714.440850997,-0.9214982090263756,10,,,
A_level,Bolivia,2024,37956513.65,51713522.18,26307378.857447006,77119665.50255299,8468714.440850997,-1.6244506325115384,10,,,
A_level,Bolivia,2025,23480851.36,51713522.18,26307378.857447006,77119665.50255299,8468714.440850997,-3.3337611059138483,10,beyond_limits,medium,"Bolivia FY2025: disbursement of $23,480,851 is below the expected range $26,307,379 to $77,119,666 (learned from FY2010-2019, where a typical year was $51,713,522); that is 3.3 robust sigmas past the $26,307,379 limit."
A_level,Bolivia,2026,10114314.9,51713522.18,26307378.857447006,77119665.50255299,8468714.440850997,-4.912104141726122,10,beyond_limits,medium,"Bolivia FY2026: disbursement of $10,114,315 is below the expected range $26,307,379 to $77,119,666 (learned from FY2010-2019, where a typical year was $51,713,522); that is 4.9 robust sigmas past the $26,307,379 limit."
A_level,Bosnia and Herzegovina,2020,26299014.29,29427582.195,0.0,63136980.92367,11236466.24289,-0.2784298762059324,10,sustained_shift,medium,"Bosnia and Herzegovina FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $29,427,582 - the level has shifted rather than spiked."
A_level,Bosnia and Herzegovina,2021,5378099.04,29427582.195,0.0,63136980.92367,11236466.24289,-2.1403066262240213,10,sustained_shift,medium,"Bosnia and Herzegovina FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $29,427,582 - the level has shifted rather than spiked."
A_level,Bosnia and Herzegovina,2022,0.0,29427582.195,0.0,63136980.92367,11236466.24289,-2.6189356652604756,10,sustained_shift,medium,"Bosnia and Herzegovina FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $29,427,582 - the level has shifted rather than spiked."
A_level,Bosnia and Herzegovina,2023,0.0,29427582.195,0.0,63136980.92367,11236466.24289,-2.6189356652604756,10,sustained_shift,medium,"Bosnia and Herzegovina FY2023: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $29,427,582 - the level has shifted rather than spiked."
A_level,Bosnia and Herzegovina,2024,0.0,29427582.195,0.0,63136980.92367,11236466.24289,-2.6189356652604756,10,sustained_shift,medium,"Bosnia and Herzegovina FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $29,427,582 - the level has shifted rather than spiked."
A_level,Bosnia and Herzegovina,2025,0.0,29427582.195,0.0,63136980.92367,11236466.24289,-2.6189356652604756,10,sustained_shift,medium,"Bosnia and Herzegovina FY2025: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $29,427,582 - the level has shifted rather than spiked."
A_level,Bosnia and Herzegovina,2026,0.0,29427582.195,0.0,63136980.92367,11236466.24289,-2.6189356652604756,10,sustained_shift,medium,"Bosnia and Herzegovina FY2026: no single year breaks a control limit, but this is part of a run of 8+ consecutive years below the historical typical disbursement of $29,427,582 - the level has shifted rather than spiked."
A_level,Burkina Faso,2020,437290840.5,279719640.15,60972648.32390982,498466631.97609013,72915663.94203006,2.1610061793481496,10,sustained_shift,medium,"Burkina Faso FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $279,719,640 - the level has shifted rather than spiked."
A_level,Burkina Faso,2021,457728169.3,279719640.15,60972648.32390982,498466631.97609013,72915663.94203006,2.4412934001605153,10,sustained_shift,medium,"Burkina Faso FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $279,719,640 - the level has shifted rather than spiked."
A_level,Burkina Faso,2022,387412961.8,279719640.15,60972648.32390982,498466631.97609013,72915663.94203006,1.4769572932315225,10,sustained_shift,medium,"Burkina Faso FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $279,719,640 - the level has shifted rather than spiked."
A_level,Burkina Faso,2023,582851618.4,279719640.15,60972648.32390982,498466631.97609013,72915663.94203006,4.157295728541925,10,beyond_limits,medium,"Burkina Faso FY2023: disbursement of $582,851,618 is above the expected range $60,972,648 to $498,466,632 (learned from FY2010-2019, where a typical year was $279,719,640); that is 4.2 robust sigmas past the $498,466,632 limit."
A_level,Burkina Faso,2024,527680718.6,279719640.15,60972648.32390982,498466631.97609013,72915663.94203006,3.400655840521947,10,beyond_limits,medium,"Burkina Faso FY2024: disbursement of $527,680,719 is above the expected range $60,972,648 to $498,466,632 (learned from FY2010-2019, where a typical year was $279,719,640); that is 3.4 robust sigmas past the $498,466,632 limit."
A_level,Burkina Faso,2025,603210344.5,279719640.15,60972648.32390982,498466631.97609013,72915663.94203006,4.436504954644368,10,beyond_limits,medium,"Burkina Faso FY2025: disbursement of $603,210,344 is above the expected range $60,972,648 to $498,466,632 (learned from FY2010-2019, where a typical year was $279,719,640); that is 4.4 robust sigmas past the $498,466,632 limit."
A_level,Burkina Faso,2026,557742048.7,279719640.15,60972648.32390982,498466631.97609013,72915663.94203006,3.8129311799318657,10,beyond_limits,medium,"Burkina Faso FY2026: disbursement of $557,742,049 is above the expected range $60,972,648 to $498,466,632 (learned from FY2010-2019, where a typical year was $279,719,640); that is 3.8 robust sigmas past the $498,466,632 limit."
A_level,Burundi,2020,110073213.7,86981416.985,20638109.287613012,153324724.682387,22114435.899128996,1.044195602380683,10,,,
A_level,Burundi,2021,81731842.56,86981416.985,20638109.287613012,153324724.682387,22114435.899128996,-0.23738224429259613,10,,,
A_level,Burundi,2022,119592085.3,86981416.985,20638109.287613012,153324724.682387,22114435.899128996,1.4746326093845519,10,,,
A_level,Burundi,2023,127532808.1,86981416.985,20638109.287613012,153324724.682387,22114435.899128996,1.833706783205678,10,,,
A_level,Burundi,2024,203266344.9,86981416.985,20638109.287613012,153324724.682387,22114435.899128996,5.25832666252093,10,beyond_limits,high,"Burundi FY2024: disbursement of $203,266,345 is above the expected range $20,638,109 to $153,324,725 (learned from FY2010-2019, where a typical year was $86,981,417); that is 5.3 robust sigmas past the $153,324,725 limit."
A_level,Burundi,2025,193944050.4,86981416.985,20638109.287613012,153324724.682387,22114435.899128996,4.836778740497417,10,beyond_limits,medium,"Burundi FY2025: disbursement of $193,944,050 is above the expected range $20,638,109 to $153,324,725 (learned from FY2010-2019, where a typical year was $86,981,417); that is 4.8 robust sigmas past the $153,324,725 limit."
A_level,Burundi,2026,270756870.0,86981416.985,20638109.287613012,153324724.682387,22114435.899128996,8.310203066144599,10,beyond_limits,high,"Burundi FY2026: disbursement of $270,756,870 is above the expected range $20,638,109 to $153,324,725 (learned from FY2010-2019, where a typical year was $86,981,417); that is 8.3 robust sigmas past the $153,324,725 limit."
A_level,Cabo Verde,2020,68032485.26,13466887.94,0.0,51388181.80598,12640431.288660001,4.316751230549543,10,beyond_limits,medium,"Cabo Verde FY2020: disbursement of $68,032,485 is above the expected range $0 to $51,388,182 (learned from FY2010-2019, where a typical year was $13,466,888); that is 4.3 robust sigmas past the $51,388,182 limit."
A_level,Cabo Verde,2021,67321138.85,13466887.94,0.0,51388181.80598,12640431.288660001,4.260475744867486,10,beyond_limits,medium,"Cabo Verde FY2021: disbursement of $67,321,139 is above the expected range $0 to $51,388,182 (learned from FY2010-2019, where a typical year was $13,466,888); that is 4.3 robust sigmas past the $51,388,182 limit."
A_level,Cabo Verde,2022,45781127.05,13466887.94,0.0,51388181.80598,12640431.288660001,2.5564190312865187,10,sustained_shift,medium,"Cabo Verde FY2022: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $13,466,888 - the level has shifted rather than spiked."
A_level,Cabo Verde,2023,76963672.98,13466887.94,0.0,51388181.80598,12640431.288660001,5.023308429116997,10,beyond_limits,high,"Cabo Verde FY2023: disbursement of $76,963,673 is above the expected range $0 to $51,388,182 (learned from FY2010-2019, where a typical year was $13,466,888); that is 5.0 robust sigmas past the $51,388,182 limit."
A_level,Cabo Verde,2024,47463893.1,13466887.94,0.0,51388181.80598,12640431.288660001,2.6895447143879845,10,sustained_shift,medium,"Cabo Verde FY2024: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $13,466,888 - the level has shifted rather than spiked."
A_level,Cabo Verde,2025,64885648.7,13466887.94,0.0,51388181.80598,12640431.288660001,4.06780113635275,10,beyond_limits,medium,"Cabo Verde FY2025: disbursement of $64,885,649 is above the expected range $0 to $51,388,182 (learned from FY2010-2019, where a typical year was $13,466,888); that is 4.1 robust sigmas past the $51,388,182 limit."
A_level,Cabo Verde,2026,77969305.88,13466887.94,0.0,51388181.80598,12640431.288660001,5.102865279436034,10,beyond_limits,high,"Cabo Verde FY2026: disbursement of $77,969,306 is above the expected range $0 to $51,388,182 (learned from FY2010-2019, where a typical year was $13,466,888); that is 5.1 robust sigmas past the $51,388,182 limit."
A_level,Cambodia,2020,78345915.25,39354260.66500001,0.0,89866973.63595098,16837570.99031699,2.3157529436652977,10,sustained_shift,medium,"Cambodia FY2020: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $39,354,261 - the level has shifted rather than spiked."
A_level,Cambodia,2021,69337894.67,39354260.66500001,0.0,89866973.63595098,16837570.99031699,1.7807576889946353,10,sustained_shift,medium,"Cambodia FY2021: no single year breaks a control limit, but this is part of a run of 8+ consecutive years above the historical typical disbursement of $39,354,261 - the level has shifted rather than spiked."
A_level,Cambodia,2022,266261774.0,39354260.66500001,0.0,89866973.63595098,16837570.99031699,13.47626171646081,10,beyond_limits,high,"Cambodia FY2022: disbursement of $266,261,774 is above the expected range $0 to $89,866,974 (learned from FY2010-2019, where a typical year was $39,354,261); that is 13.5 robust sigmas past the $89,866,974 limit."
A_level,Cambodia,2023,392553254.6,39354260.66500001,0.0,89866973.63595098,16837570.99031699,20.97683770052812,10,beyond_limits,high,"Cambodia FY2023: disbursement of $392,553,255 is above the expected range $0 to $89,866,974 (learned from FY2010-2019, where a typical year was $39,354,261); that is 21.0 robust sigmas past the $89,866,974 limit."
A_level,Cambodia,2024,136427085.0,39354260.66500001,0.0,89866973.63595098,16837570.99031699,5.765251079910812,10,beyond_limits,high,"Cambodia FY2024: disbursement of $136,427,085 is above the expected range $0 to $89,866,974 (learned from FY2010-2019, where a typical year was $39,354,261); that is 5.8 robust sigmas past the $89,866,974 limit."
A_level,Cambodia,2025,425856733.8,39354260.66500001,0.0,89866973.63595098,16837570.99031699,22.954764280267693,10,beyond_limits,high,"Cambodia FY2025: disbursement of $425,856,734 is above the expected range $0 to $89,866,974 (learned from FY2010-2019, where a typical year was $39,354,261); that is 23.0 robust sigmas past the $89,866,974 limit."
A_level,Cambodia,2026,223901932.9,39354260.66500001,0.0,89866973.63595098,16837570.99031699,10.960468843227467,10,beyond_limits,high,"Cambodia FY2026: disbursement of $223,901,933 is above the expected range $0 to $89,866,974 (learned from FY2010-2019, where a typical year was $39,354,261); that is 11.0 robust sigmas past the $89,866,974 limit."
A_level,Cameroon,2020,314896362.1,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,6.920934911574841,10,beyond_limits,high,"Cameroon FY2020: disbursement of $314,896,362 is above the expected range $32,660,266 to $203,351,495 (learned from FY2010-2019, where a typical year was $118,005,881); that is 6.9 robust sigmas past the $203,351,495 limit."
A_level,Cameroon,2021,165938707.0,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,1.6848959296024186,10,,,
A_level,Cameroon,2022,238541175.0,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,4.236959147704227,10,beyond_limits,medium,"Cameroon FY2022: disbursement of $238,541,175 is above the expected range $32,660,266 to $203,351,495 (learned from FY2010-2019, where a typical year was $118,005,881); that is 4.2 robust sigmas past the $203,351,495 limit."
A_level,Cameroon,2023,286657687.8,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,5.928311878305684,10,beyond_limits,high,"Cameroon FY2023: disbursement of $286,657,688 is above the expected range $32,660,266 to $203,351,495 (learned from FY2010-2019, where a typical year was $118,005,881); that is 5.9 robust sigmas past the $203,351,495 limit."
A_level,Cameroon,2024,303520647.9,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,6.521065009225811,10,beyond_limits,high,"Cameroon FY2024: disbursement of $303,520,648 is above the expected range $32,660,266 to $203,351,495 (learned from FY2010-2019, where a typical year was $118,005,881); that is 6.5 robust sigmas past the $203,351,495 limit."
A_level,Cameroon,2025,473508357.0,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,12.496335435618205,10,beyond_limits,high,"Cameroon FY2025: disbursement of $473,508,357 is above the expected range $32,660,266 to $203,351,495 (learned from FY2010-2019, where a typical year was $118,005,881); that is 12.5 robust sigmas past the $203,351,495 limit."
